БАРВИХА;Москва, ул. Островитянова, 5;+7 (495) 724-67-24;39 адресов;http://maps.yandex.ru/?text=%D0%91%D0%90%D0%A0%D0%92%D0%98%D0%A5%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БАРРАКУДА ТАВЕРНА;Москва, ул. Садовая-Кудринская, 24/27;+7 (495) 697-62-26;1 адресов;http://maps.yandex.ru/?text=%D0%91%D0%90%D0%A0%D0%A0%D0%90%D0%9A%D0%A3%D0%94%D0%90+%D0%A2%D0%90%D0%92%D0%95%D0%A0%D0%9D%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БАРРАНДОВ;Москва, Зубовский бул., 22/39;+7 (499) 255-73-87, +7 (499) 255-76-08;2 адресов;http://maps.yandex.ru/?text=%D0%91%D0%90%D0%A0%D0%A0%D0%90%D0%9D%D0%94%D0%9E%D0%92&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БАСКИН-РОББИНС КАФЕ-МОРОЖЕНОЕ
БАТТЕРФЛЯЙ;Московская обл., Мытищинский р-н, Мытищи г., Шараповский пр-д, вл. 2, ТРЦ Красный Кит;+7 (495) 514-58-68;5 адресов;http://maps.yandex.ru/?text=%D0%91%D0%90%D0%A2%D0%A2%D0%95%D0%A0%D0%A4%D0%9B%D0%AF%D0%99&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БАХУС;Москва, ул. Рябиновая, 44;+7 (495) 448-73-68;6 адресов;http://maps.yandex.ru/?text=%D0%91%D0%90%D0%A5%D0%A3%D0%A1&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БАХЧИСАРАЙСКИЙ ФОНТАН;Москва, ул. Никитская Б., 58;+7 (495) 695-39-16;1 адресов;http://maps.yandex.ru/?text=%D0%91%D0%90%D0%A5%D0%A7%D0%98%D0%A1%D0%90%D0%A0%D0%90%D0%99%D0%A1%D0%9A%D0%98%D0%99+%D0%A4%D0%9E%D0%9D%D0%A2%D0%90%D0%9D&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БАШ НА БАШ;Москва, ул. Бакунинская, 26/30;+7 (495) 785-38-73;1 адресов;http://maps.yandex.ru/?text=%D0%91%D0%90%D0%A8+%D0%9D%D0%90+%D0%91%D0%90%D0%A8&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БЕДУИН;Москва, Таганская пл., 86/1;+7 (495) 915-60-30;2 адресов;http://maps.yandex.ru/?text=%D0%91%D0%95%D0%94%D0%A3%D0%98%D0%9D&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БЕЛАЯ ЛОШАДЬ;Москва, ул. Маршала Чуйкова, 10, корп.2;+7 (499) 742-52-15, +7 (499) 746-53-07;2 адресов;http://maps.yandex.ru/?text=%D0%91%D0%95%D0%9B%D0%90%D0%AF+%D0%9B%D0%9E%D0%A8%D0%90%D0%94%D0%AC&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БЕЛАЯ РУСЬ;Москва, ул. Профсоюзная, 13/12;+7 (499) 125-39-15, +7 (499) 125-11-90;3 адресов;http://maps.yandex.ru/?text=%D0%91%D0%95%D0%9B%D0%90%D0%AF+%D0%A0%D0%A3%D0%A1%D0%AC&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БЕЛГРАД;Москва, ул. Смоленская, 8;+7 (499) 248-23-80, +7 (499) 248-20-43;5 адресов;http://maps.yandex.ru/?text=%D0%91%D0%95%D0%9B%D0%93%D0%A0%D0%90%D0%94&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БЕЛОЕ СОЛНЦЕ ПУСТЫНИ;Москва, ул. Неглинная, 29;+7 (495) 623-24-69, +7 (495) 625-29-47, +7 (495) 625-25-96, +7 (495) 625-33-93;1 адресов;http://maps.yandex.ru/?text=%D0%91%D0%95%D0%9B%D0%9E%D0%95+%D0%A1%D0%9E%D0%9B%D0%9D%D0%A6%D0%95+%D0%9F%D0%A3%D0%A1%D0%A2%D0%AB%D0%9D%D0%98&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БЕЛФАСТ ИРЛАНДСКИЙ ПАБ
БЕЛЫЙ ЖУРАВЛЬ;Москва, пл. Борьбы, 13а, стр. 1;+7 (495) 684-34-69;2 адресов;http://maps.yandex.ru/?text=%D0%91%D0%95%D0%9B%D0%AB%D0%99+%D0%96%D0%A3%D0%A0%D0%90%D0%92%D0%9B%D0%AC&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БЕЛЬКАЛЬТО;Москва, ул. Тверская, 5/6;+7 (495) 692-61-58;1 адресов;http://maps.yandex.ru/?text=%D0%91%D0%95%D0%9B%D0%AC%D0%9A%D0%90%D0%9B%D0%AC%D0%A2%D0%9E&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БЕНВЕНУТО;Москва, Сретенский бул., 6/1, стр. 1;+7 (495) 623-33-00;4 адресов;http://maps.yandex.ru/?text=%D0%91%D0%95%D0%9D%D0%92%D0%95%D0%9D%D0%A3%D0%A2%D0%9E&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БЕНИХАНА
БЕНТО КАФЕ;Москва, ул. Летчика Бабушкина, 1, корп.3;+7 (495) 258-31-34;2 адресов;http://maps.yandex.ru/?text=%D0%91%D0%95%D0%9D%D0%A2%D0%9E+%D0%9A%D0%90%D0%A4%D0%95&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БЕРЕЗКА ПЕЛЬМЕНЬ-БАР;Москва, ул. Николоямская, 29, стр. 1;+7 (495) 915-54-67, +7 (495) 721-11-61;1 адресов;http://maps.yandex.ru/?text=%D0%91%D0%95%D0%A0%D0%95%D0%97%D0%9A%D0%90+%D0%9F%D0%95%D0%9B%D0%AC%D0%9C%D0%95%D0%9D%D0%AC-%D0%91%D0%90%D0%A0&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БЕРИКОНИ;Москва, ул. Волхонка, 11, стр. 6;+7 (495) 729-27-23;1 адресов;http://maps.yandex.ru/?text=%D0%91%D0%95%D0%A0%D0%98%D0%9A%D0%9E%D0%9D%D0%98&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БЕРЛОГА;Москва, Семеновская пл., 1а, Оф. центр Соколиная гора, эт. 16, оф. №2;+7 (495) 649-34-52;7 адресов;http://maps.yandex.ru/?text=%D0%91%D0%95%D0%A0%D0%9B%D0%9E%D0%93%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БЕСТ ПИЦЦА;Москва, Семеновская пл., 7;+7 (495) 646-63-43;1 адресов;http://maps.yandex.ru/?text=%D0%91%D0%95%D0%A1%D0%A2+%D0%9F%D0%98%D0%A6%D0%A6%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БИАНКО;Москва, Столешников пер., 6, стр. 1;+7 (495) 629-58-42;2 адресов;http://maps.yandex.ru/?text=%D0%91%D0%98%D0%90%D0%9D%D0%9A%D0%9E&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БИЛИНГВА КЛУБ-КАФЕ;Москва, Кривоколенный пер., 10, стр. 5;+7 (495) 623-96-60;2 адресов;http://maps.yandex.ru/?text=%D0%91%D0%98%D0%9B%D0%98%D0%9D%D0%93%D0%92%D0%90+%D0%9A%D0%9B%D0%A3%D0%91-%D0%9A%D0%90%D0%A4%D0%95&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БИРДОРФ;Москва, Звенигородское ш., 4, стр. 1;+7 (495) 784-76-68, +7 (495) 784-76-65;1 адресов;http://maps.yandex.ru/?text=%D0%91%D0%98%D0%A0%D0%94%D0%9E%D0%A0%D0%A4&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БИРЖА КАФЕ-БАР;Москва, ул. Ордынка, 21/16, стр. 9;+7 (495) 951-24-54, +7 (495) 951-25-55;1 адресов;http://maps.yandex.ru/?text=%D0%91%D0%98%D0%A0%D0%96%D0%90+%D0%9A%D0%90%D0%A4%D0%95-%D0%91%D0%90%D0%A0&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БИРЛАНДИЯ;Москва, ул. Пресненский Вал, 14, стр. 1;+7 (495) 234-18-18;1 адресов;http://maps.yandex.ru/?text=%D0%91%D0%98%D0%A0%D0%9B%D0%90%D0%9D%D0%94%D0%98%D0%AF&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БИРХАУС ПИВНОЙ РЕСТОРАН;Москва, просп. Мира, 124, корп.4;+7 (495) 682-66-35;2 адресов;http://maps.yandex.ru/?text=%D0%91%D0%98%D0%A0%D0%A5%D0%90%D0%A3%D0%A1+%D0%9F%D0%98%D0%92%D0%9D%D0%9E%D0%99+%D0%A0%D0%95%D0%A1%D0%A2%D0%9E%D0%A0%D0%90%D0%9D&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БИРХОФ;Москва, ул. Земляной Вал, 58/23, стр. 1;+7 (495) 915-52-44;2 адресов;http://maps.yandex.ru/?text=%D0%91%D0%98%D0%A0%D0%A5%D0%9E%D0%A4&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БИСКВИТ;Москва, Походный пр-д, 18;+7 (495) 787-26-47, +7 (495) 661-27-45, +7 (495) 775-27-45;6 адресов;http://maps.yandex.ru/?text=%D0%91%D0%98%D0%A1%D0%9A%D0%92%D0%98%D0%A2&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БО;Москва, Карманицкий пер., 9, Арбат бизнес-центр;+7 (495) 937-43-37, +7 (495) 937-16-86;12 адресов;http://maps.yandex.ru/?text=%D0%91%D0%9E&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БОН;Москва, Кутузовский просп., 2/1, стр. 1;+7 (495) 229-83-08, +7 (495) 629-83-08;58 адресов;http://maps.yandex.ru/?text=%D0%91%D0%9E%D0%9D&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БОН ВИЛЬ;Москва, ул. Новослободская, 26, стр. 1;+7 (499) 973-36-98;1 адресов;http://maps.yandex.ru/?text=%D0%91%D0%9E%D0%9D+%D0%92%D0%98%D0%9B%D0%AC&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БОСФОР;Москва, Дмитровское ш., 110, стр. 3, пав. 16;+7 (916) 571-14-83, +7 (903) 005-77-81;5 адресов;http://maps.yandex.ru/?text=%D0%91%D0%9E%D0%A1%D0%A4%D0%9E%D0%A0&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БОТАНИКА;Москва, ул. Останкинская 1-я, 55;+7 (495) 637-60-10, +7 (495) 648-62-35;10 адресов;http://maps.yandex.ru/?text=%D0%91%D0%9E%D0%A2%D0%90%D0%9D%D0%98%D0%9A%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БОТИК НА ИЛЬИНКЕ
БОТИК ПЕТРА;Москва, ул. Лесная, 45;+7 (499) 973-37-39, +7 (499) 972-39-78, +7 (499) 973-37-43;2 адресов;http://maps.yandex.ru/?text=%D0%91%D0%9E%D0%A2%D0%98%D0%9A+%D0%9F%D0%95%D0%A2%D0%A0%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БОЧКА;Московская обл., Люберецкий р-н, Томилино пос., Егорьевское ш., стр. 1;+7 (495) 514-93-98, +7 (985) 776-14-10;12 адресов;http://maps.yandex.ru/?text=%D0%91%D0%9E%D0%A7%D0%9A%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БОЧОНОК;Москва, ул. Мясницкая, 24, стр. 3;+7 (495) 625-03-28;1 адресов;http://maps.yandex.ru/?text=%D0%91%D0%9E%D0%A7%D0%9E%D0%9D%D0%9E%D0%9A&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БОЭМИ;Москва, просп. Андропова, 11, корп.1, стр. 2;+7 (499) 617-01-90;2 адресов;http://maps.yandex.ru/?text=%D0%91%D0%9E%D0%AD%D0%9C%D0%98&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БОЯРСКИЙ;Москва, Даниловская наб., 6а;+7 (495) 235-30-03, +7 (499) 235-30-03, +7 (495) 633-27-72;5 адресов;http://maps.yandex.ru/?text=%D0%91%D0%9E%D0%AF%D0%A0%D0%A1%D0%9A%D0%98%D0%99&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БРИЗ;Москва, Краснопресненская наб., 12а;+7 (499) 255-93-10;77 адресов;http://maps.yandex.ru/?text=%D0%91%D0%A0%D0%98%D0%97&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БУДВАР;Москва, Котельническая наб., 33;+7 (495) 915-15-98, +7 (495) 915-31-24;2 адресов;http://maps.yandex.ru/?text=%D0%91%D0%A3%D0%94%D0%92%D0%90%D0%A0&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БУЛКА;Москва, ул. Большая Грузинская, 69;+7 (495) 258-91-70;4 адресов;http://maps.yandex.ru/?text=%D0%91%D0%A3%D0%9B%D0%9A%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БУЛОШНАЯ;Москва, Лялин пер., 7/2;+7 (495) 916-26-93, +7 (495) 917-32-95;1 адресов;http://maps.yandex.ru/?text=%D0%91%D0%A3%D0%9B%D0%9E%D0%A8%D0%9D%D0%90%D0%AF&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БУЛЬВАР 10/7;Москва, Рождественский бул., 10/7;+7 (495) 621-00-13;1 адресов;http://maps.yandex.ru/?text=%D0%91%D0%A3%D0%9B%D0%AC%D0%92%D0%90%D0%A0+10%2F7&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БУНГАЛО;Москва, ул. Летчика Бабушкина, 6;+7 (495) 470-04-97;2 адресов;http://maps.yandex.ru/?text=%D0%91%D0%A3%D0%9D%D0%93%D0%90%D0%9B%D0%9E&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БУРГОМИСТР;Москва, пл. Театральная, 5, стр. 2;+7 (495) 983-00-92;1 адресов;http://maps.yandex.ru/?text=%D0%91%D0%A3%D0%A0%D0%93%D0%9E%D0%9C%D0%98%D0%A1%D0%A2%D0%A0&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БУТИК КОФЕ & ЧАЯ;Москва, 1-й Митинский пер., 15;+7 (495) 972-44-69;3 адресов;http://maps.yandex.ru/?text=%D0%91%D0%A3%D0%A2%D0%98%D0%9A+%D0%9A%D0%9E%D0%A4%D0%95+%26+%D0%A7%D0%90%D0%AF&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БУФЕТ;Москва, ул. Новослободская, 16;+7 (499) 973-13-50, +7 (499) 973-97-49;8 адресов;http://maps.yandex.ru/?text=%D0%91%D0%A3%D0%A4%D0%95%D0%A2&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БУФФЕТ;Москва, Афанасьевский М. пер., 14/34, стр. 2;+7 (495) 691-26-04, +7 (495) 691-94-09;2 адресов;http://maps.yandex.ru/?text=%D0%91%D0%A3%D0%A4%D0%A4%D0%95%D0%A2&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
БЮРГЕР;Москва, ул. Шереметьевская, 60а, АШАН Сити Марьина Роща, эт. 3;+7 (915) 130-56-13;11 адресов;http://maps.yandex.ru/?text=%D0%91%D0%AE%D0%A0%D0%93%D0%95%D0%A0&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
В ГОСТЯХ У БАДЫ ДЕТСКИЙ ШОУ-КЛУБ-КАФЕ
ВАБИ;Москва, ул. Авиамоторная, 41б;+7 (495) 644-25-43;10 адресов;http://maps.yandex.ru/?text=%D0%92%D0%90%D0%91%D0%98&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВАЛЕРИЙ ЧКАЛОВ;Москва, ул. Пресненский Вал, 14, стр. 1;+7 (495) 234-18-18;1 адресов;http://maps.yandex.ru/?text=%D0%92%D0%90%D0%9B%D0%95%D0%A0%D0%98%D0%99+%D0%A7%D0%9A%D0%90%D0%9B%D0%9E%D0%92&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВАНИЛЬНОЕ НЕБО;Москва, ул. Тысяча девятьсот пятого года, 4, стр. 2;+7 (499) 253-94-69;3 адресов;http://maps.yandex.ru/?text=%D0%92%D0%90%D0%9D%D0%98%D0%9B%D0%AC%D0%9D%D0%9E%D0%95+%D0%9D%D0%95%D0%91%D0%9E&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВАРВАРЫ;Москва, ул. Улофа Пальме, 1;+7 (499) 143-36-23, +7 (499) 147-25-46;5 адресов;http://maps.yandex.ru/?text=%D0%92%D0%90%D0%A0%D0%92%D0%90%D0%A0%D0%AB&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВАРЧА ТРАКТИР;Москва, ул. Лубянка Б., 13;+7 (495) 625-22-28;1 адресов;http://maps.yandex.ru/?text=%D0%92%D0%90%D0%A0%D0%A7%D0%90+%D0%A2%D0%A0%D0%90%D0%9A%D0%A2%D0%98%D0%A0&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВАСАБИ;Москва, ул. Сущевский Вал, 12, БЦ Океан Плаза;+7 (495) 721-82-08, +7 (495) 721-82-70;6 адресов;http://maps.yandex.ru/?text=%D0%92%D0%90%D0%A1%D0%90%D0%91%D0%98&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВАХ-ВАХ
ВашОтель ГОСТИНИЧНАЯ СЕТЬ
ВЕЗУВИО;Москва, ул. Вавилова, 66, стр. 1;+7 (495) 229-24-86;1 адресов;http://maps.yandex.ru/?text=%D0%92%D0%95%D0%97%D0%A3%D0%92%D0%98%D0%9E&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВЕЛИКИЙ СУЛТАН
ВЕНЕЦИЯ;Москва, бул. Страстной, 4/3, стр. 3;+7 (495) 650-60-09, +7 (495) 694-58-62;25 адресов;http://maps.yandex.ru/?text=%D0%92%D0%95%D0%9D%D0%95%D0%A6%D0%98%D0%AF&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВЕНЕЦИЯ 16 ВЕК;Москва, Спартаковская пл., 16;+7 (499) 263-36-30, +7 (495) 788-60-27, +7 (495) 788-60-26;1 адресов;http://maps.yandex.ru/?text=%D0%92%D0%95%D0%9D%D0%95%D0%A6%D0%98%D0%AF+16+%D0%92%D0%95%D0%9A&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВЕНЕЦИЯ ТРАТТОРИЯ;Москва, бул. Страстной, 4/3, стр. 3;+7 (495) 650-60-09, +7 (495) 694-58-62;2 адресов;http://maps.yandex.ru/?text=%D0%92%D0%95%D0%9D%D0%95%D0%A6%D0%98%D0%AF+%D0%A2%D0%A0%D0%90%D0%A2%D0%A2%D0%9E%D0%A0%D0%98%D0%AF&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВЕНСКИЙ ХЛЕБ;Москва, ул. Пятницкая, 2/38, стр. 1;+7 (495) 953-95-59;1 адресов;http://maps.yandex.ru/?text=%D0%92%D0%95%D0%9D%D0%A1%D0%9A%D0%98%D0%99+%D0%A5%D0%9B%D0%95%D0%91&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВЕНСКИЙ ШТРУДЕЛЬ;Москва, ул. Александра Солженицына, 13, стр. 1;+7 (495) 912-40-47;1 адресов;http://maps.yandex.ru/?text=%D0%92%D0%95%D0%9D%D0%A1%D0%9A%D0%98%D0%99+%D0%A8%D0%A2%D0%A0%D0%A3%D0%94%D0%95%D0%9B%D0%AC&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВЕНСКОЕ КАФЕ;Москва, ул. Александра Солженицына, 13, стр. 1;+7 (495) 912-40-47;2 адресов;http://maps.yandex.ru/?text=%D0%92%D0%95%D0%9D%D0%A1%D0%9A%D0%9E%D0%95+%D0%9A%D0%90%D0%A4%D0%95&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВЕРЕСК;Москва, Костомаровский пер., 3, стр. 4;+7 (495) 747-11-32, +7 (495) 916-69-91, +7 (495) 916-61-59;15 адресов;http://maps.yandex.ru/?text=%D0%92%D0%95%D0%A0%D0%95%D0%A1%D0%9A&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВЕРОНА;Москва, ул. Каменщики Б., 6;+7 (495) 911-94-86;65 адресов;http://maps.yandex.ru/?text=%D0%92%D0%95%D0%A0%D0%9E%D0%9D%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВЕРОНИКА КАФЕ-БАР;Москва, ул. Новорязанская, 38, стр. 1;+7 (499) 261-27-77;1 адресов;http://maps.yandex.ru/?text=%D0%92%D0%95%D0%A0%D0%9E%D0%9D%D0%98%D0%9A%D0%90+%D0%9A%D0%90%D0%A4%D0%95-%D0%91%D0%90%D0%A0&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВЕРСАЙ РЕСТОРАН-БАР
ВЕРТИНСКИЙ;Москва, ул. Остоженка, 3/14;+7 (495) 695-29-28, +7 (495) 695-27-34;1 адресов;http://maps.yandex.ru/?text=%D0%92%D0%95%D0%A0%D0%A2%D0%98%D0%9D%D0%A1%D0%9A%D0%98%D0%99&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВЕСНА;Москва, ул. Новый Арбат, 19;+7 (495) 783-69-66, +7 (495) 783-69-67, +7 (495) 783-69-68;45 адресов;http://maps.yandex.ru/?text=%D0%92%D0%95%D0%A1%D0%9D%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВЕСНА НА КАЛАНЧЕВКЕ;Москва, ул. Каланчевская, 12а;+7 (499) 266-58-12;1 адресов;http://maps.yandex.ru/?text=%D0%92%D0%95%D0%A1%D0%9D%D0%90+%D0%9D%D0%90+%D0%9A%D0%90%D0%9B%D0%90%D0%9D%D0%A7%D0%95%D0%92%D0%9A%D0%95&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВИАРДО;Москва, ул. Каланчевская, 4/2;+7 (499) 975-48-63;2 адресов;http://maps.yandex.ru/?text=%D0%92%D0%98%D0%90%D0%A0%D0%94%D0%9E&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВИЛЛА РОЗА
ВИЛЬЯМ БАСС;Москва, ул. Якиманка М., 9;+7 (495) 778-18-74;1 адресов;http://maps.yandex.ru/?text=%D0%92%D0%98%D0%9B%D0%AC%D0%AF%D0%9C+%D0%91%D0%90%D0%A1%D0%A1&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВКУС;Москва, ул. Дорогомиловская Б., 16;+7 (499) 243-03-19, +7 (495) 504-34-87;107 адресов;http://maps.yandex.ru/?text=%D0%92%D0%9A%D0%A3%D0%A1&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВКУСНОЕ МЕСТО;Москва, ул. Доватора, 13, стр. 2;+7 (495) 708-32-77;1 адресов;http://maps.yandex.ru/?text=%D0%92%D0%9A%D0%A3%D0%A1%D0%9D%D0%9E%D0%95+%D0%9C%D0%95%D0%A1%D0%A2%D0%9E&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВЛАДИМИР;Москва, ул. Рубцовско-Дворцовая, 1/3;+7 (495) 268-84-26, +7 (499) 268-84-66;66 адресов;http://maps.yandex.ru/?text=%D0%92%D0%9B%D0%90%D0%94%D0%98%D0%9C%D0%98%D0%A0&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВОДКА БАР
ВОКЗАЛЪ;Москва, Комсомольская пл., 2;+7 (495) 663-13-98, +7 (800) 200-67-67, +7 (499) 264-65-56, +7 (499) 266-30-65, +7 (499) 264-66-56, +7 (800) 775-00-00, +7 (499) 266-21-26, +7 (499) 266-25-65, +7 (499) 266-35-94;13 адресов;http://maps.yandex.ru/?text=%D0%92%D0%9E%D0%9A%D0%97%D0%90%D0%9B%D0%AA&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВОЛКОНСКИЙ КЕЙЗЕР
ВОСК;Москва, ул. Красина, 7, стр. 1;+7 (495) 254-46-41, +7 (495) 254-17-83, +7 (495) 254-08-05;6 адресов;http://maps.yandex.ru/?text=%D0%92%D0%9E%D0%A1%D0%9A&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
ВОСТОЧНАЯ КОМНАТА;Москва, Смоленская пл., 3;+7 (495) 937-84-23;1 адресов;http://maps.yandex.ru/?text=%D0%92%D0%9E%D0%A1%D0%A2%D0%9E%D0%A7%D0%9D%D0%90%D0%AF+%D0%9A%D0%9E%D0%9C%D0%9D%D0%90%D0%A2%D0%90&where=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&results=20&z=15&l=map
